tracer_index,tsne1,tsne2,log_density
2.210000000000000000e+02,3.467776489257812500e+01,-3.719664764404296875e+01,8.903450012207031250e+00
2.220000000000000000e+02,3.438537216186523438e+01,-3.656436920166015625e+01,8.889174461364746094e+00
2.230000000000000000e+02,3.478818893432617188e+01,-3.698341751098632812e+01,8.893676757812500000e+00
2.240000000000000000e+02,3.354840469360351562e+01,-3.453962326049804688e+01,8.855017662048339844e+00
2.250000000000000000e+02,3.445182037353515625e+01,-3.624036788940429688e+01,8.878823280334472656e+00
2.260000000000000000e+02,3.478270721435546875e+01,-3.767668914794921875e+01,8.913710594177246094e+00
2.270000000000000000e+02,3.426425170898437500e+01,-3.616463088989257812e+01,8.879682540893554688e+00
2.280000000000000000e+02,3.456151199340820312e+01,-3.716407012939453125e+01,8.905356407165527344e+00
2.290000000000000000e+02,3.405979537963867188e+01,-3.535466003417968750e+01,8.865434646606445312e+00
2.300000000000000000e+02,3.464238357543945312e+01,-3.692282485961914062e+01,8.894246101379394531e+00
2.310000000000000000e+02,3.451494979858398438e+01,-3.662256240844726562e+01,8.891476631164550781e+00
2.320000000000000000e+02,3.474055099487304688e+01,-3.653377914428710938e+01,8.884657859802246094e+00
2.330000000000000000e+02,3.450771331787109375e+01,-3.684168624877929688e+01,8.895681381225585938e+00
2.340000000000000000e+02,3.413871002197265625e+01,-3.565085220336914062e+01,8.872386932373046875e+00
2.350000000000000000e+02,3.402776718139648438e+01,-3.579198074340820312e+01,8.877889633178710938e+00
2.360000000000000000e+02,3.333302307128906250e+01,-3.324409866333007812e+01,8.821819305419921875e+00
2.370000000000000000e+02,3.411811065673828125e+01,-3.598880386352539062e+01,8.881793022155761719e+00
2.380000000000000000e+02,3.369449234008789062e+01,-3.478346633911132812e+01,8.856842994689941406e+00
2.390000000000000000e+02,3.461222076416015625e+01,-3.670856857299804688e+01,8.891801834106445312e+00
2.400000000000000000e+02,3.432802963256835938e+01,-3.636444473266601562e+01,8.886812210083007812e+00
2.410000000000000000e+02,3.468574523925781250e+01,-3.744553756713867188e+01,8.907597541809082031e+00
2.420000000000000000e+02,3.396332550048828125e+01,-3.541394042968750000e+01,8.867013931274414062e+00
2.430000000000000000e+02,3.374018478393554688e+01,-3.472224807739257812e+01,8.852141380310058594e+00
2.440000000000000000e+02,3.354568481445312500e+01,-3.464282226562500000e+01,8.857876777648925781e+00
2.450000000000000000e+02,3.413152694702148438e+01,-3.636235809326171875e+01,8.891635894775390625e+00
2.460000000000000000e+02,3.343879699707031250e+01,-3.428613281250000000e+01,8.853028297424316406e+00
2.470000000000000000e+02,3.388190841674804688e+01,-3.537724685668945312e+01,8.870641708374023438e+00
2.480000000000000000e+02,3.314701843261718750e+01,-3.363851547241210938e+01,8.839737892150878906e+00
2.490000000000000000e+02,3.355847167968750000e+01,-3.486912536621093750e+01,8.865203857421875000e+00
2.500000000000000000e+02,3.330286407470703125e+01,-3.401224136352539062e+01,8.844023704528808594e+00
2.510000000000000000e+02,3.364819335937500000e+01,-3.546930694580078125e+01,8.880145072937011719e+00
2.520000000000000000e+02,3.359353637695312500e+01,-3.483208465576171875e+01,8.862936019897460938e+00
2.530000000000000000e+02,3.374075317382812500e+01,-3.498732376098632812e+01,8.861944198608398438e+00
2.540000000000000000e+02,3.405652618408203125e+01,-3.569520568847656250e+01,8.873806953430175781e+00
2.550000000000000000e+02,3.404732513427734375e+01,-3.603676986694335938e+01,8.884360313415527344e+00
2.560000000000000000e+02,3.352719116210937500e+01,-3.491272354125976562e+01,8.866144180297851562e+00
2.570000000000000000e+02,3.377103424072265625e+01,-3.525136947631835938e+01,8.868270874023437500e+00
2.580000000000000000e+02,3.308300399780273438e+01,-3.385753250122070312e+01,8.851124763488769531e+00
2.590000000000000000e+02,3.306515502929687500e+01,-3.389438247680664062e+01,8.851583480834960938e+00
2.600000000000000000e+02,3.301362609863281250e+01,-3.343818664550781250e+01,8.840207099914550781e+00
2.610000000000000000e+02,3.313471984863281250e+01,-3.350034332275390625e+01,8.833333015441894531e+00
2.620000000000000000e+02,3.331054687500000000e+01,-3.457679748535156250e+01,8.862878799438476562e+00
2.630000000000000000e+02,3.260552215576171875e+01,-3.311058807373046875e+01,8.844770431518554688e+00
2.640000000000000000e+02,3.334902954101562500e+01,-3.448654174804687500e+01,8.861144065856933594e+00
2.650000000000000000e+02,3.357379913330078125e+01,-3.525532531738281250e+01,8.876278877258300781e+00
2.660000000000000000e+02,3.260759353637695312e+01,-3.151352500915527344e+01,8.795303344726562500e+00
2.670000000000000000e+02,3.308954620361328125e+01,-3.404159164428710938e+01,8.856400489807128906e+00
2.680000000000000000e+02,3.312250137329101562e+01,-3.403400802612304688e+01,8.854653358459472656e+00
2.690000000000000000e+02,3.291277313232421875e+01,-3.363554000854492188e+01,8.849226951599121094e+00
2.700000000000000000e+02,3.370228958129882812e+01,-3.569088363647460938e+01,8.883566856384277344e+00
2.710000000000000000e+02,3.229951095581054688e+01,-3.139687919616699219e+01,8.807556152343750000e+00
2.720000000000000000e+02,3.211825942993164062e+01,-2.937775611877441406e+01,8.764416694641113281e+00
2.730000000000000000e+02,3.319046020507812500e+01,-3.403056335449218750e+01,8.849343299865722656e+00
2.740000000000000000e+02,3.267219543457031250e+01,-3.278115081787109375e+01,8.830662727355957031e+00
2.750000000000000000e+02,3.296426010131835938e+01,-3.355197143554687500e+01,8.842603683471679688e+00
2.760000000000000000e+02,3.188668251037597656e+01,-3.070249176025390625e+01,8.798254013061523438e+00
2.770000000000000000e+02,3.279628753662109375e+01,-3.318340682983398438e+01,8.836117744445800781e+00
2.780000000000000000e+02,3.324068069458007812e+01,-3.469399261474609375e+01,8.869926452636718750e+00
2.790000000000000000e+02,3.257915496826171875e+01,-3.254941177368164062e+01,8.825267791748046875e+00
2.800000000000000000e+02,3.350072097778320312e+01,-3.468454360961914062e+01,8.860088348388671875e+00
2.810000000000000000e+02,3.167266654968261719e+01,-2.880107116699218750e+01,8.765085220336914062e+00
2.820000000000000000e+02,3.362141799926757812e+01,-3.549145507812500000e+01,8.880650520324707031e+00
