tracer_index,tsne1,tsne2,log_density
1.960000000000000000e+02,-1.399845719337463379e+00,-6.055471038818359375e+01,8.922161102294921875e+00
1.970000000000000000e+02,-1.950460195541381836e+00,-6.001964950561523438e+01,8.903072357177734375e+00
1.980000000000000000e+02,-9.637219905853271484e-01,-6.007229614257812500e+01,8.901910781860351562e+00
1.990000000000000000e+02,-3.767867684364318848e-01,-6.153859329223632812e+01,8.908069610595703125e+00
2.000000000000000000e+02,-3.778698444366455078e+00,-5.881781387329101562e+01,8.871204376220703125e+00
2.010000000000000000e+02,-1.978270649909973145e+00,-6.000677108764648438e+01,8.918807029724121094e+00
2.020000000000000000e+02,-1.426497220993041992e+00,-5.971480560302734375e+01,8.860990524291992188e+00
2.030000000000000000e+02,-4.125904560089111328e+00,-5.856846237182617188e+01,8.873204231262207031e+00
2.040000000000000000e+02,-1.284587234258651733e-01,-6.088875198364257812e+01,8.896072387695312500e+00
2.050000000000000000e+02,-1.756415665149688721e-01,-6.185347747802734375e+01,8.871548652648925781e+00
2.060000000000000000e+02,-1.208816766738891602e+00,-6.071844482421875000e+01,8.891650199890136719e+00
2.070000000000000000e+02,-1.958352088928222656e+00,-6.002706146240234375e+01,8.892895698547363281e+00
2.080000000000000000e+02,-1.731503248214721680e+00,-5.947108078002929688e+01,8.896370887756347656e+00
2.090000000000000000e+02,-2.475794792175292969e+00,-5.959671783447265625e+01,8.931621551513671875e+00
2.100000000000000000e+02,-2.168927431106567383e+00,-5.983278274536132812e+01,8.875622749328613281e+00
2.110000000000000000e+02,-1.885685801506042480e+00,-6.009437942504882812e+01,8.911657333374023438e+00
2.120000000000000000e+02,-3.080510795116424561e-01,-6.070501327514648438e+01,8.899815559387207031e+00
2.130000000000000000e+02,-9.659096002578735352e-01,-6.100689315795898438e+01,8.906947135925292969e+00
2.140000000000000000e+02,-3.261105060577392578e+00,-5.908112716674804688e+01,8.905074119567871094e+00
2.150000000000000000e+02,-1.507050633430480957e+00,-6.054357147216796875e+01,8.886445999145507812e+00
2.160000000000000000e+02,-2.790404558181762695e+00,-5.939334869384765625e+01,8.896096229553222656e+00
2.170000000000000000e+02,-7.488302588462829590e-01,-6.122550582885742188e+01,8.897671699523925781e+00
2.180000000000000000e+02,-1.722117781639099121e+00,-6.026605987548828125e+01,8.915601730346679688e+00
2.190000000000000000e+02,-5.215158462524414062e+00,-5.844655609130859375e+01,8.894351959228515625e+00
2.200000000000000000e+02,-1.430238842964172363e+00,-6.058612442016601562e+01,8.881961822509765625e+00
2.210000000000000000e+02,-2.798055410385131836e+00,-5.937668228149414062e+01,8.903450012207031250e+00
2.220000000000000000e+02,-2.132286310195922852e+00,-5.987127685546875000e+01,8.889174461364746094e+00
2.230000000000000000e+02,-4.565428733825683594e+00,-5.857851028442382812e+01,8.893676757812500000e+00
2.240000000000000000e+02,-3.757361173629760742e+00,-5.872642898559570312e+01,8.855017662048339844e+00
2.250000000000000000e+02,-9.642811417579650879e-01,-6.006039428710937500e+01,8.878823280334472656e+00
2.260000000000000000e+02,-1.810257434844970703e+00,-6.020221710205078125e+01,8.913710594177246094e+00
2.270000000000000000e+02,-5.396418094635009766e+00,-5.806289672851562500e+01,8.879682540893554688e+00
2.280000000000000000e+02,-2.013580083847045898e+00,-5.998844909667968750e+01,8.905356407165527344e+00
2.290000000000000000e+02,-5.971293449401855469e+00,-5.812908935546875000e+01,8.865434646606445312e+00
2.300000000000000000e+02,-4.292501926422119141e+00,-5.865357208251953125e+01,8.894246101379394531e+00
2.310000000000000000e+02,-3.078152418136596680e+00,-5.918980407714843750e+01,8.891476631164550781e+00
2.320000000000000000e+02,-3.181548595428466797e+00,-5.912438201904296875e+01,8.884657859802246094e+00
2.330000000000000000e+02,-1.876783967018127441e+00,-6.016943740844726562e+01,8.895681381225585938e+00
2.340000000000000000e+02,-5.669020175933837891e+00,-5.831157684326171875e+01,8.872386932373046875e+00
2.350000000000000000e+02,-3.545978307723999023e+00,-5.888370513916015625e+01,8.877889633178710938e+00
2.360000000000000000e+02,-4.277473449707031250e+00,-5.759939193725585938e+01,8.821819305419921875e+00
2.370000000000000000e+02,-2.507501125335693359e+00,-5.897418975830078125e+01,8.881793022155761719e+00
2.380000000000000000e+02,-4.756304264068603516e+00,-5.848611831665039062e+01,8.856842994689941406e+00
2.390000000000000000e+02,-3.950864791870117188e+00,-5.867501831054687500e+01,8.891801834106445312e+00
2.400000000000000000e+02,-3.585801362991333008e+00,-5.884479904174804688e+01,8.886812210083007812e+00
2.410000000000000000e+02,-1.658335566520690918e+00,-6.036880874633789062e+01,8.907597541809082031e+00
2.420000000000000000e+02,-4.703232765197753906e+00,-5.832455825805664062e+01,8.867013931274414062e+00
2.430000000000000000e+02,-3.901386022567749023e+00,-5.780234527587890625e+01,8.852141380310058594e+00
2.440000000000000000e+02,-3.760476112365722656e+00,-5.874731826782226562e+01,8.857876777648925781e+00
2.450000000000000000e+02,-2.735085487365722656e+00,-5.941645050048828125e+01,8.891635894775390625e+00
2.460000000000000000e+02,-6.079536437988281250e+00,-5.806298065185546875e+01,8.853028297424316406e+00
2.470000000000000000e+02,-3.037074327468872070e+00,-5.921335220336914062e+01,8.870641708374023438e+00
2.480000000000000000e+02,-4.837558269500732422e+00,-5.833220291137695312e+01,8.839737892150878906e+00
2.490000000000000000e+02,-5.590620994567871094e+00,-5.806850814819335938e+01,8.865203857421875000e+00
2.500000000000000000e+02,-5.430519580841064453e+00,-5.806410217285156250e+01,8.844023704528808594e+00
2.510000000000000000e+02,-2.873620986938476562e+00,-5.932557296752929688e+01,8.880145072937011719e+00
2.520000000000000000e+02,-4.037065029144287109e+00,-5.862844467163085938e+01,8.862936019897460938e+00
2.530000000000000000e+02,-6.706979751586914062e+00,-5.786736679077148438e+01,8.861944198608398438e+00
2.540000000000000000e+02,-2.749594449996948242e+00,-5.940858840942382812e+01,8.873806953430175781e+00
2.550000000000000000e+02,-3.971504688262939453e+00,-5.858479690551757812e+01,8.884360313415527344e+00
2.560000000000000000e+02,-3.961381912231445312e+00,-5.860033416748046875e+01,8.866144180297851562e+00
2.570000000000000000e+02,-3.168164968490600586e+00,-5.909973907470703125e+01,8.868270874023437500e+00
2.580000000000000000e+02,-4.788040161132812500e+00,-5.844848251342773438e+01,8.851124763488769531e+00
2.590000000000000000e+02,-6.220688819885253906e+00,-5.775936508178710938e+01,8.851583480834960938e+00
2.600000000000000000e+02,-5.968319416046142578e+00,-5.799812316894531250e+01,8.840207099914550781e+00
2.610000000000000000e+02,-2.776504993438720703e+00,-5.937558364868164062e+01,8.833333015441894531e+00
2.620000000000000000e+02,-4.481097221374511719e+00,-5.842274475097656250e+01,8.862878799438476562e+00
2.630000000000000000e+02,-6.230011940002441406e+00,-5.767848205566406250e+01,8.844770431518554688e+00
2.640000000000000000e+02,-4.945445060729980469e+00,-5.822666168212890625e+01,8.861144065856933594e+00
2.650000000000000000e+02,-6.477108478546142578e+00,-5.782744216918945312e+01,8.876278877258300781e+00
2.660000000000000000e+02,-8.987828254699707031e+00,-5.783649826049804688e+01,8.795303344726562500e+00
2.670000000000000000e+02,-6.011515140533447266e+00,-5.780731582641601562e+01,8.856400489807128906e+00
2.680000000000000000e+02,-3.083303451538085938e+00,-5.853776931762695312e+01,8.854653358459472656e+00
2.690000000000000000e+02,-4.662637233734130859e+00,-5.818812561035156250e+01,8.849226951599121094e+00
2.700000000000000000e+02,-3.993802070617675781e+00,-5.837544250488281250e+01,8.883566856384277344e+00
2.710000000000000000e+02,-6.118409156799316406e+00,-5.764291763305664062e+01,8.807556152343750000e+00
2.720000000000000000e+02,-7.445435047149658203e+00,-5.674260711669921875e+01,8.764416694641113281e+00
2.730000000000000000e+02,-6.450784683227539062e+00,-5.781932830810546875e+01,8.849343299865722656e+00
2.740000000000000000e+02,-5.053659439086914062e+00,-5.810977935791015625e+01,8.830662727355957031e+00
2.750000000000000000e+02,-4.858207702636718750e+00,-5.834836196899414062e+01,8.842603683471679688e+00
2.760000000000000000e+02,-6.123562812805175781e+00,-5.752764511108398438e+01,8.798254013061523438e+00
2.770000000000000000e+02,-4.913305759429931641e+00,-5.808778381347656250e+01,8.836117744445800781e+00
2.780000000000000000e+02,-4.541983127593994141e+00,-5.802058029174804688e+01,8.869926452636718750e+00
2.790000000000000000e+02,-8.586835861206054688e+00,-5.761409759521484375e+01,8.825267791748046875e+00
